event_id,customer_id,event_ts,event_type,order_id,source
evt_000830,1127.0,2026-07-13T04:58:00+00:00,add_to_cart,,web
evt_000831,1153.0,2026-07-03T05:10:00+00:00,view_product,,web
evt_000832,1032.0,2026-07-11T09:43:00+00:00,view_product,,web
evt_000833,1025.0,2026-07-23T06:03:00+00:00,purchase,51069,web
evt_000834,1123.0,2026-07-11T04:13:00+00:00,view_product,,web
evt_000835,1049.0,2026-07-28T20:55:00+00:00,view_product,,android
evt_000836,1217.0,2026-07-02T22:08:00+00:00,checkout_started,,web
evt_000837,1043.0,2026-07-16T15:35:00+00:00,view_product,,web
evt_000838,1029.0,2026-07-11T16:20:00+00:00,view_product,,web
evt_000839,1074.0,2026-07-19T18:47:00+00:00,view_product,,web
evt_000840,1074.0,2026-07-01T23:23:00+00:00,view_product,,web
evt_000841,1036.0,2026-07-16T21:55:00+00:00,view_product,,web
evt_000842,1147.0,2026-07-30T23:01:00+00:00,view_product,,web
evt_000843,1077.0,2026-08-02T13:32:00+00:00,view_product,,android
evt_000844,1117.0,2026-07-10T17:24:00+00:00,view_product,,web
evt_000845,1054.0,2026-07-17T07:03:00+00:00,add_to_cart,,web
evt_000846,1022.0,2026-07-27T05:25:00+00:00,checkout_started,,web
evt_000847,1014.0,2026-07-18T14:55:00+00:00,add_to_cart,,web
evt_000848,1012.0,2026-07-21T15:23:00+00:00,add_to_cart,,web
evt_000849,1193.0,2026-07-13T23:27:00+00:00,add_to_cart,,web
evt_000850,1059.0,2026-08-01T19:46:00+00:00,view_product,,android
evt_000851,1068.0,2026-07-24T23:55:00+00:00,view_product,,android
evt_000852,1129.0,2026-08-06T11:51:00+00:00,view_product,,ios
evt_000853,1022.0,2026-07-30T15:11:00+00:00,view_product,,web
evt_000854,1133.0,2026-07-14T22:58:00+00:00,purchase,51521,web
evt_000855,1116.0,2026-07-13T10:58:00+00:00,view_product,,web
evt_000856,1175.0,2026-07-04T08:34:00+00:00,checkout_started,,android
evt_000857,1028.0,2026-07-24T15:41:00+00:00,view_product,,web
evt_000858,1004.0,2026-07-29T11:40:00+00:00,view_product,,ios
evt_000859,1171.0,2026-07-14T11:02:00+00:00,view_product,,web
evt_000860,1082.0,2026-07-01T19:25:00+00:00,view_product,,web
evt_000861,1014.0,2026-08-01T08:53:00+00:00,view_product,,web
evt_000862,1123.0,2026-07-09T11:20:00+00:00,add_to_cart,,web
evt_000863,1103.0,2026-07-23T03:01:00+00:00,view_product,,ios
evt_000864,1211.0,2026-07-03T00:33:00+00:00,checkout_started,,ios
evt_000865,1209.0,2026-07-03T09:14:00+00:00,checkout_started,,web
evt_000866,1120.0,2026-08-04T03:06:00+00:00,view_product,,web
evt_000867,1036.0,2026-07-26T13:18:00+00:00,purchase,50574,android
evt_000868,1166.0,2026-07-01T04:49:00+00:00,view_product,,web
evt_000869,1045.0,2026-07-04T19:47:00+00:00,view_product,,ios
evt_000870,1186.0,2026-07-19T17:22:00+00:00,view_product,,web
evt_000871,1133.0,2026-07-26T20:29:00+00:00,view_product,,ios
evt_000872,1079.0,2026-07-17T02:41:00+00:00,view_product,,ios
evt_000873,1217.0,2026-08-03T03:56:00+00:00,view_product,,web
evt_000874,1114.0,2026-07-25T19:18:00+00:00,checkout_started,,web
evt_000875,1086.0,2026-07-24T08:12:00+00:00,view_product,,web
evt_000876,1042.0,2026-07-12T00:14:00+00:00,add_to_cart,,web
evt_000877,1144.0,2026-07-26T21:56:00+00:00,view_product,,ios
evt_000878,1060.0,2026-08-03T04:48:00+00:00,view_product,,web
evt_000879,1034.0,2026-07-02T20:38:00+00:00,view_product,,web
evt_000880,1027.0,2026-07-28T21:43:00+00:00,view_product,,android
evt_000881,1142.0,2026-08-03T10:18:00+00:00,view_product,,android
evt_000882,1204.0,2026-07-17T10:15:00+00:00,add_to_cart,,web
evt_000883,1056.0,2026-07-30T02:30:00+00:00,view_product,,ios
evt_000884,1049.0,2026-07-14T14:31:00+00:00,view_product,,web
evt_000885,1136.0,2026-07-08T07:54:00+00:00,add_to_cart,,ios
evt_000886,1032.0,2026-08-01T00:05:00+00:00,add_to_cart,,web
evt_000887,1020.0,2026-07-12T19:45:00+00:00,purchase,50713,android
evt_000888,1141.0,2026-07-29T18:26:00+00:00,view_product,,web
evt_000889,1117.0,2026-07-12T23:37:00+00:00,add_to_cart,,web
evt_000890,1007.0,2026-07-16T03:53:00+00:00,view_product,,android
evt_000891,1053.0,2026-07-27T00:48:00+00:00,add_to_cart,,web
evt_000892,1044.0,2026-07-13T23:19:00+00:00,view_product,,web
evt_000893,1151.0,2026-07-31T16:43:00+00:00,view_product,,web
evt_000894,1148.0,2026-07-02T11:27:00+00:00,purchase,51533,ios
evt_000895,1166.0,2026-07-01T10:38:00+00:00,add_to_cart,,web
evt_000896,1022.0,2026-07-04T02:31:00+00:00,view_product,,web
evt_000897,1188.0,2026-07-10T17:42:00+00:00,view_product,,web
evt_000898,1047.0,2026-07-03T01:10:00+00:00,add_to_cart,,ios
evt_000899,1220.0,2026-07-15T11:12:00+00:00,view_product,,android
evt_000900,1193.0,2026-07-01T22:16:00+00:00,view_product,,web
evt_000901,1102.0,2026-07-29T17:43:00+00:00,view_product,,web
evt_000902,1174.0,2026-07-06T19:25:00+00:00,view_product,,web
evt_000903,1149.0,2026-08-06T22:31:00+00:00,view_product,,web
evt_000904,1171.0,2026-08-02T13:42:00+00:00,add_to_cart,,android
evt_000905,1005.0,2026-07-27T09:14:00+00:00,view_product,,android
evt_000906,1019.0,2026-07-31T07:55:00+00:00,checkout_started,,android
evt_000907,1201.0,2026-07-30T10:47:00+00:00,checkout_started,,android
evt_000908,1173.0,2026-08-02T03:09:00+00:00,view_product,,web
evt_000909,1137.0,2026-07-22T02:30:00+00:00,add_to_cart,,ios
evt_000910,1070.0,2026-07-24T16:54:00+00:00,view_product,,web
evt_000911,1094.0,2026-07-18T19:44:00+00:00,checkout_started,,android
evt_000912,1087.0,2026-07-24T17:08:00+00:00,view_product,,ios
evt_000913,1096.0,2026-07-15T11:48:00+00:00,view_product,,web
evt_000914,1139.0,2026-07-05T17:01:00+00:00,view_product,,android
evt_000915,1168.0,2026-08-05T09:11:00+00:00,checkout_started,,ios
evt_000916,1085.0,2026-07-27T13:27:00+00:00,view_product,,android
evt_000917,1185.0,2026-07-27T18:54:00+00:00,checkout_started,,ios
evt_000918,1020.0,2026-07-11T15:23:00+00:00,view_product,,android
evt_000919,1179.0,2026-07-30T07:00:00+00:00,add_to_cart,,web
evt_000920,1150.0,2026-07-20T17:33:00+00:00,view_product,,web
evt_000921,1113.0,2026-07-03T21:54:00+00:00,view_product,,ios
evt_000922,1083.0,2026-08-06T06:42:00+00:00,view_product,,web
evt_000923,1083.0,2026-08-07T16:30:00+00:00,view_product,,web
evt_000924,1080.0,2026-08-03T02:00:00+00:00,add_to_cart,,android
evt_000925,1209.0,2026-07-19T01:10:00+00:00,add_to_cart,,android
evt_000926,1006.0,2026-07-09T20:40:00+00:00,view_product,,android
evt_000927,1141.0,2026-07-01T10:03:00+00:00,view_product,,web
evt_000928,1219.0,2026-07-28T23:49:00+00:00,view_product,,web
evt_000929,1121.0,2026-08-03T20:31:00+00:00,add_to_cart,,android
evt_000930,1142.0,2026-07-04T22:55:00+00:00,add_to_cart,,web
evt_000931,1133.0,2026-07-27T00:08:00+00:00,checkout_started,,web
evt_000932,1112.0,2026-07-02T00:23:00+00:00,checkout_started,,web
evt_000933,1140.0,2026-07-30T12:15:00+00:00,view_product,,android
evt_000934,1200.0,2026-07-02T01:41:00+00:00,view_product,,web
evt_000935,1158.0,2026-08-07T01:30:00+00:00,checkout_started,,web
evt_000936,1188.0,2026-07-07T11:15:00+00:00,view_product,,web
evt_000937,1123.0,2026-07-16T05:04:00+00:00,view_product,,web
evt_000938,1171.0,2026-07-27T09:47:00+00:00,view_product,,ios
evt_000939,1194.0,2026-08-02T03:46:00+00:00,add_to_cart,,ios
evt_000940,1047.0,2026-07-14T19:20:00+00:00,add_to_cart,,ios
evt_000941,1190.0,2026-08-07T06:08:00+00:00,purchase,50372,web
evt_000942,1152.0,2026-07-01T14:32:00+00:00,view_product,,web
evt_000943,1098.0,2026-07-18T21:54:00+00:00,view_product,,web
evt_000944,1172.0,2026-08-07T13:04:00+00:00,view_product,,android
evt_000945,1038.0,2026-07-11T09:59:00+00:00,add_to_cart,,web
evt_000946,1155.0,2026-07-21T06:26:00+00:00,view_product,,web
evt_000947,1128.0,2026-07-17T21:26:00+00:00,purchase,50836,web
evt_000948,1197.0,2026-07-15T23:13:00+00:00,view_product,,android
evt_000949,1138.0,2026-07-30T04:12:00+00:00,add_to_cart,,android
evt_000950,1117.0,2026-07-20T17:11:00+00:00,checkout_started,,web
evt_000951,1116.0,2026-07-28T03:01:00+00:00,view_product,,ios
evt_000952,1123.0,2026-07-20T18:12:00+00:00,add_to_cart,,web
evt_000953,1197.0,2026-08-07T21:37:00+00:00,view_product,,android
evt_000954,1174.0,2026-07-18T20:51:00+00:00,add_to_cart,,android
evt_000955,1021.0,2026-07-31T06:01:00+00:00,checkout_started,,ios
evt_000956,1118.0,2026-07-24T07:00:00+00:00,view_product,,android
evt_000957,1064.0,2026-07-31T10:52:00+00:00,view_product,,web
evt_000958,1037.0,2026-08-03T15:41:00+00:00,purchase,50138,web
evt_000959,1192.0,2026-07-09T14:34:00+00:00,purchase,50422,ios
evt_000960,1190.0,2026-07-12T11:09:00+00:00,view_product,,ios
evt_000961,1208.0,2026-07-12T11:01:00+00:00,purchase,50600,web
evt_000962,1088.0,2026-07-19T12:06:00+00:00,view_product,,web
evt_000963,1095.0,2026-07-19T16:35:00+00:00,view_product,,web
evt_000964,1172.0,2026-07-01T03:19:00+00:00,view_product,,web
evt_000965,1043.0,2026-08-04T00:37:00+00:00,view_product,,android
evt_000966,1013.0,2026-08-02T16:09:00+00:00,view_product,,web
evt_000967,1093.0,2026-07-23T20:09:00+00:00,add_to_cart,,android
evt_000968,1140.0,2026-07-12T14:59:00+00:00,view_product,,web
evt_000969,1101.0,2026-08-01T09:50:00+00:00,view_product,,ios
evt_000970,1047.0,2026-07-11T07:25:00+00:00,add_to_cart,,android
evt_000971,1115.0,2026-07-12T14:54:00+00:00,add_to_cart,,android
evt_000972,1209.0,2026-08-07T21:45:00+00:00,purchase,51097,android
evt_000973,1061.0,2026-08-05T02:36:00+00:00,view_product,,web
evt_000974,1089.0,2026-07-23T04:57:00+00:00,checkout_started,,web
evt_000975,1070.0,2026-07-07T10:20:00+00:00,view_product,,ios
evt_000976,1065.0,2026-07-05T16:12:00+00:00,view_product,,ios
evt_000977,1145.0,2026-08-06T15:24:00+00:00,add_to_cart,,android
evt_000978,1083.0,2026-07-11T02:09:00+00:00,view_product,,ios
evt_000979,1138.0,2026-07-26T21:29:00+00:00,add_to_cart,,web
evt_000980,1005.0,2026-07-14T10:08:00+00:00,view_product,,web
evt_000981,1147.0,2026-07-19T20:56:00+00:00,view_product,,android
evt_000982,1024.0,2026-08-07T11:17:00+00:00,view_product,,web
evt_000983,1084.0,2026-07-23T12:46:00+00:00,view_product,,ios
evt_000984,1193.0,2026-07-17T08:43:00+00:00,view_product,,ios
evt_000985,1075.0,2026-07-16T19:05:00+00:00,view_product,,android
evt_000986,1155.0,2026-07-09T17:52:00+00:00,view_product,,android
evt_000987,1078.0,2026-07-22T03:31:00+00:00,add_to_cart,,web
evt_000988,1200.0,2026-07-22T15:35:00+00:00,view_product,,android
evt_000989,1211.0,2026-07-04T14:38:00+00:00,view_product,,web
evt_000990,1201.0,2026-07-16T09:08:00+00:00,view_product,,web
evt_000991,1088.0,2026-07-25T12:03:00+00:00,view_product,,android
evt_000992,1071.0,2026-07-03T02:07:00+00:00,view_product,,web
evt_000993,1134.0,2026-08-07T02:24:00+00:00,add_to_cart,,web
evt_000994,1181.0,2026-08-02T17:09:00+00:00,checkout_started,,ios
evt_000995,1116.0,2026-07-25T04:51:00+00:00,view_product,,android
evt_000996,1164.0,2026-07-01T14:18:00+00:00,add_to_cart,,web
evt_000997,1194.0,2026-07-20T16:24:00+00:00,view_product,,ios
evt_000998,1167.0,2026-08-04T03:25:00+00:00,view_product,,web
evt_000999,1082.0,2026-07-01T20:42:00+00:00,view_product,,web
evt_001000,1056.0,2026-07-31T02:10:00+00:00,view_product,,ios
evt_001001,1096.0,2026-08-01T21:31:00+00:00,view_product,,web
evt_001002,1128.0,2026-07-03T21:09:00+00:00,view_product,,android
evt_001003,1187.0,2026-07-09T18:06:00+00:00,view_product,,ios
evt_001004,1067.0,2026-07-28T11:55:00+00:00,view_product,,android
evt_001005,1036.0,2026-08-04T15:22:00+00:00,view_product,,android
evt_001006,1070.0,2026-07-30T07:05:00+00:00,add_to_cart,,web
evt_001007,1132.0,2026-07-20T23:24:00+00:00,checkout_started,,ios
evt_001008,1052.0,2026-07-23T21:18:00+00:00,view_product,,ios
evt_001009,1089.0,2026-07-20T22:31:00+00:00,view_product,,web
evt_001010,1057.0,2026-07-22T22:50:00+00:00,view_product,,ios
evt_001011,1218.0,2026-07-30T06:44:00+00:00,checkout_started,,ios
evt_001012,1114.0,2026-07-02T21:18:00+00:00,view_product,,web
evt_001013,1160.0,2026-07-08T23:04:00+00:00,view_product,,web
evt_001014,1115.0,2026-07-03T06:15:00+00:00,purchase,50493,web
evt_001015,1003.0,2026-07-31T06:14:00+00:00,view_product,,web
evt_001016,1059.0,2026-07-28T15:17:00+00:00,view_product,,android
evt_001017,1186.0,2026-07-03T00:25:00+00:00,checkout_started,,web
evt_001018,1113.0,2026-07-05T00:16:00+00:00,purchase,50737,ios
evt_001019,1156.0,2026-07-11T01:32:00+00:00,view_product,,ios
evt_001020,1169.0,2026-07-10T04:33:00+00:00,view_product,,web
evt_001021,1124.0,2026-07-20T17:39:00+00:00,view_product,,web
evt_001022,1128.0,2026-07-19T22:56:00+00:00,view_product,,web
evt_001023,1053.0,2026-07-14T14:12:00+00:00,view_product,,web
evt_001024,1056.0,2026-07-07T05:43:00+00:00,view_product,,web
evt_001025,1033.0,2026-07-25T16:13:00+00:00,add_to_cart,,web
evt_001026,1066.0,2026-07-31T00:20:00+00:00,add_to_cart,,android
evt_001027,1139.0,2026-07-25T07:57:00+00:00,purchase,50477,ios
evt_001028,1206.0,2026-07-31T16:19:00+00:00,checkout_started,,web
evt_001029,1098.0,2026-08-04T17:31:00+00:00,view_product,,web
evt_001030,1134.0,2026-08-02T00:02:00+00:00,view_product,,android
evt_001031,1191.0,2026-07-25T18:12:00+00:00,view_product,,web
evt_001032,1150.0,2026-07-02T21:12:00+00:00,view_product,,ios
evt_001033,1058.0,2026-07-13T17:06:00+00:00,view_product,,web
evt_001034,1063.0,2026-07-17T06:13:00+00:00,add_to_cart,,android
evt_001035,1141.0,2026-07-28T01:48:00+00:00,view_product,,web
evt_001036,1064.0,2026-08-02T04:23:00+00:00,view_product,,web
evt_001037,1055.0,2026-07-25T07:58:00+00:00,view_product,,web
evt_001038,1131.0,2026-07-14T19:15:00+00:00,purchase,50226,web
evt_001039,1141.0,2026-07-30T22:24:00+00:00,add_to_cart,,ios
evt_001040,1056.0,2026-07-27T10:35:00+00:00,view_product,,web
evt_001041,1011.0,2026-07-31T07:48:00+00:00,view_product,,web
evt_001042,1170.0,2026-07-23T09:23:00+00:00,checkout_started,,web
evt_001043,1087.0,2026-07-25T13:49:00+00:00,view_product,,ios
evt_001044,1140.0,2026-07-14T04:39:00+00:00,add_to_cart,,android
evt_001045,1039.0,2026-07-16T04:39:00+00:00,add_to_cart,,web
evt_001046,1070.0,2026-07-11T12:04:00+00:00,add_to_cart,,android
evt_001047,1134.0,2026-07-10T18:15:00+00:00,view_product,,android
evt_001048,1028.0,2026-07-25T19:18:00+00:00,checkout_started,,web
evt_001049,1070.0,2026-07-15T13:54:00+00:00,view_product,,web
evt_001050,1159.0,2026-07-06T01:51:00+00:00,view_product,,web
evt_001051,1171.0,2026-07-02T07:58:00+00:00,view_product,,web
evt_001052,1079.0,2026-08-02T16:25:00+00:00,view_product,,ios
evt_001053,1026.0,2026-07-17T13:00:00+00:00,view_product,,web
evt_001054,1006.0,2026-07-22T21:42:00+00:00,add_to_cart,,web
evt_001055,1123.0,2026-08-04T09:13:00+00:00,checkout_started,,ios
evt_001056,1154.0,2026-07-05T05:41:00+00:00,view_product,,web
evt_001057,1132.0,2026-08-05T14:53:00+00:00,add_to_cart,,android
evt_001058,1090.0,2026-07-27T17:37:00+00:00,purchase,51270,ios
evt_001059,1005.0,2026-07-25T07:49:00+00:00,view_product,,web
evt_001060,1050.0,2026-07-17T09:10:00+00:00,add_to_cart,,web
evt_001061,1008.0,2026-07-27T20:05:00+00:00,purchase,51077,web
evt_001062,1103.0,2026-07-08T18:07:00+00:00,add_to_cart,,android
evt_001063,1069.0,2026-07-12T11:33:00+00:00,view_product,,web
evt_001064,1016.0,2026-08-06T12:29:00+00:00,checkout_started,,android
evt_001065,1135.0,2026-07-11T11:31:00+00:00,add_to_cart,,android
evt_001066,1082.0,2026-07-28T08:19:00+00:00,view_product,,web
evt_001067,1213.0,2026-08-05T08:25:00+00:00,view_product,,ios
evt_001068,1093.0,2026-07-23T12:48:00+00:00,view_product,,web
evt_001069,1021.0,2026-07-12T07:28:00+00:00,view_product,,web
evt_001070,1156.0,2026-08-02T06:10:00+00:00,view_product,,android
evt_001071,1156.0,2026-08-01T09:31:00+00:00,view_product,,web
evt_001072,1206.0,2026-07-21T16:00:00+00:00,checkout_started,,android
evt_001073,1154.0,2026-07-05T08:48:00+00:00,add_to_cart,,ios
evt_001074,1080.0,2026-07-17T18:37:00+00:00,view_product,,web
evt_001075,1148.0,2026-07-17T09:39:00+00:00,view_product,,web
evt_001076,1177.0,2026-07-08T04:46:00+00:00,view_product,,web
evt_001077,1115.0,2026-07-16T06:43:00+00:00,view_product,,web
evt_001078,1176.0,2026-07-06T19:53:00+00:00,add_to_cart,,ios
evt_001079,1214.0,2026-07-27T07:37:00+00:00,view_product,,web
evt_001080,1167.0,2026-07-17T09:57:00+00:00,purchase,51034,android
evt_001081,1111.0,2026-07-28T18:15:00+00:00,view_product,,web
evt_001082,1109.0,2026-07-18T07:50:00+00:00,view_product,,web
evt_001083,1186.0,2026-07-28T02:59:00+00:00,checkout_started,,web
evt_001084,1193.0,2026-07-28T20:46:00+00:00,view_product,,web
evt_001085,1059.0,2026-07-07T02:07:00+00:00,view_product,,ios
evt_001086,1003.0,2026-07-17T19:10:00+00:00,view_product,,web
evt_001087,1179.0,2026-07-29T11:58:00+00:00,add_to_cart,,ios
evt_001088,1053.0,2026-07-23T12:57:00+00:00,view_product,,web
evt_001089,999999.0,2026-07-09T10:09:00+00:00,checkout_started,,web
evt_001090,1008.0,2026-08-01T15:15:00+00:00,add_to_cart,,web
evt_001091,1202.0,2026-07-08T14:18:00+00:00,checkout_started,,web
evt_001092,1150.0,2026-08-07T17:55:00+00:00,add_to_cart,,web
evt_001093,1068.0,2026-07-27T20:38:00+00:00,add_to_cart,,ios
evt_001094,1008.0,2026-07-13T06:08:00+00:00,add_to_cart,,web
evt_001095,1188.0,2026-07-08T09:26:00+00:00,view_product,,web
evt_001096,1027.0,2026-08-04T06:34:00+00:00,add_to_cart,,web
evt_001097,1022.0,2026-07-20T21:25:00+00:00,add_to_cart,,web
evt_001098,1175.0,2026-07-31T15:07:00+00:00,view_product,,android
evt_001099,1150.0,2026-08-01T14:29:00+00:00,add_to_cart,,android
evt_001100,1029.0,2026-07-03T14:01:00+00:00,view_product,,ios
evt_001101,1076.0,2026-07-26T23:36:00+00:00,view_product,,web
evt_001102,1148.0,2026-07-13T16:45:00+00:00,view_product,,web
evt_001103,1146.0,2026-08-04T11:50:00+00:00,view_product,,web
evt_001104,1081.0,2026-07-09T07:46:00+00:00,view_product,,android
evt_001105,1092.0,2026-07-02T06:34:00+00:00,view_product,,web
evt_001106,1018.0,2026-07-26T05:55:00+00:00,view_product,,web
evt_001107,1002.0,2026-07-21T23:26:00+00:00,view_product,,ios
evt_001108,1214.0,2026-07-22T02:25:00+00:00,view_product,,ios
evt_001109,1052.0,2026-07-11T00:08:00+00:00,view_product,,web
evt_001110,1205.0,2026-07-19T19:18:00+00:00,purchase,50933,web
evt_001111,1010.0,2026-08-06T15:21:00+00:00,add_to_cart,,android
evt_001112,1219.0,2026-07-30T00:22:00+00:00,view_product,,web
evt_001113,1095.0,2026-08-07T10:12:00+00:00,view_product,,android
evt_001114,1179.0,2026-07-13T15:58:00+00:00,view_product,,web
evt_001115,1186.0,2026-08-03T01:37:00+00:00,view_product,,android
evt_001116,1078.0,2026-07-15T13:04:00+00:00,view_product,,android
evt_001117,1164.0,2026-08-05T13:19:00+00:00,add_to_cart,,web
evt_001118,1074.0,2026-08-02T21:27:00+00:00,add_to_cart,,android
evt_001119,1175.0,2026-07-07T06:09:00+00:00,view_product,,web
evt_001120,1212.0,2026-08-06T22:39:00+00:00,add_to_cart,,web
evt_001121,1179.0,2026-07-24T01:55:00+00:00,view_product,,web
evt_001122,1161.0,2026-07-30T12:02:00+00:00,checkout_started,,ios
evt_001123,1083.0,2026-07-23T00:04:00+00:00,purchase,50213,web
evt_001124,1025.0,2026-07-09T05:58:00+00:00,view_product,,web
evt_001125,1112.0,2026-08-07T10:05:00+00:00,add_to_cart,,android
evt_001126,1029.0,2026-07-05T06:44:00+00:00,add_to_cart,,android
evt_001127,1113.0,2026-07-31T17:46:00+00:00,view_product,,web
evt_001128,1193.0,2026-07-08T22:47:00+00:00,view_product,,web
evt_001129,1026.0,2026-07-30T20:31:00+00:00,add_to_cart,,web
evt_001130,1200.0,2026-07-17T01:33:00+00:00,view_product,,web
evt_001131,1133.0,2026-07-09T23:41:00+00:00,view_product,,android
evt_001132,1011.0,2026-07-09T23:52:00+00:00,add_to_cart,,android
evt_001133,1160.0,2026-07-13T03:27:00+00:00,view_product,,web
evt_001134,1001.0,2026-08-04T05:44:00+00:00,view_product,,web
evt_001135,1136.0,2026-07-30T05:40:00+00:00,purchase,50825,web
evt_001136,1113.0,2026-07-26T11:41:00+00:00,view_product,,web
evt_001137,1165.0,2026-07-24T22:23:00+00:00,view_product,,web
evt_001138,1084.0,2026-07-16T20:03:00+00:00,add_to_cart,,web
evt_001139,1027.0,2026-08-04T06:09:00+00:00,view_product,,web
evt_001140,1086.0,2026-07-11T09:42:00+00:00,add_to_cart,,web
evt_001141,1169.0,2026-08-05T19:57:00+00:00,add_to_cart,,android
evt_001142,1211.0,2026-07-15T11:09:00+00:00,view_product,,ios
evt_001143,1046.0,2026-07-13T23:23:00+00:00,view_product,,web
evt_001144,1078.0,2026-07-19T02:09:00+00:00,purchase,51133,web
evt_001145,1194.0,2026-07-29T10:40:00+00:00,checkout_started,,android
evt_001146,1070.0,2026-07-28T03:00:00+00:00,view_product,,web
evt_001147,1055.0,2026-07-30T03:14:00+00:00,view_product,,android
evt_001148,1184.0,2026-07-04T09:28:00+00:00,view_product,,web
evt_001149,1109.0,2026-07-07T02:53:00+00:00,checkout_started,,android
evt_001150,1129.0,2026-08-02T06:08:00+00:00,add_to_cart,,web
evt_001151,1108.0,2026-08-07T06:32:00+00:00,view_product,,android
evt_001152,1134.0,2026-07-05T20:20:00+00:00,checkout_started,,web
evt_001153,1060.0,2026-08-04T08:34:00+00:00,view_product,,android
evt_001154,1162.0,2026-07-10T23:21:00+00:00,view_product,,ios
evt_001155,1080.0,2026-08-07T05:07:00+00:00,view_product,,web
evt_001156,1116.0,2026-08-07T18:09:00+00:00,view_product,,ios
evt_001157,1042.0,2026-07-25T04:50:00+00:00,add_to_cart,,web
evt_001158,1003.0,2026-07-08T05:28:00+00:00,view_product,,web
evt_001159,1126.0,2026-07-30T22:52:00+00:00,add_to_cart,,web
evt_001160,1031.0,2026-07-04T20:14:00+00:00,purchase,50792,ios
evt_001161,1202.0,2026-07-13T16:49:00+00:00,view_product,,android
evt_001162,1212.0,2026-07-25T06:13:00+00:00,view_product,,web
evt_001163,1070.0,2026-07-03T13:38:00+00:00,add_to_cart,,ios
evt_001164,1064.0,2026-07-15T22:32:00+00:00,view_product,,android
evt_001165,1113.0,2026-07-31T07:02:00+00:00,add_to_cart,,ios
evt_001166,1046.0,2026-07-04T11:45:00+00:00,view_product,,web
evt_001167,1191.0,2026-07-14T22:29:00+00:00,view_product,,web
evt_001168,1023.0,2026-07-01T03:24:00+00:00,checkout_started,,web
evt_001169,1101.0,2026-07-26T00:19:00+00:00,view_product,,web
evt_001170,1042.0,2026-07-04T00:11:00+00:00,view_product,,web
evt_001171,1184.0,2026-07-11T16:14:00+00:00,view_product,,android
evt_001172,1032.0,2026-07-20T20:44:00+00:00,add_to_cart,,ios
evt_001173,1099.0,2026-07-09T03:38:00+00:00,purchase,51158,ios
evt_001174,1185.0,2026-07-09T18:34:00+00:00,view_product,,web
evt_001175,1098.0,2026-08-01T17:25:00+00:00,view_product,,web
evt_001176,1041.0,2026-07-30T13:07:00+00:00,view_product,,android
evt_001177,1035.0,2026-07-04T01:41:00+00:00,add_to_cart,,web
evt_001178,1134.0,2026-08-02T14:02:00+00:00,view_product,,android
evt_001179,1028.0,2026-07-18T18:58:00+00:00,view_product,,web
evt_001180,1079.0,2026-07-06T12:05:00+00:00,view_product,,web
evt_001181,1136.0,2026-08-04T10:54:00+00:00,view_product,,ios
evt_001182,1084.0,2026-07-13T19:21:00+00:00,add_to_cart,,ios
evt_001183,1183.0,2026-07-13T09:02:00+00:00,view_product,,web
evt_001184,1153.0,2026-07-06T13:40:00+00:00,view_product,,ios
evt_001185,1030.0,2026-08-03T16:17:00+00:00,view_product,,web
evt_001186,1181.0,2026-07-11T21:27:00+00:00,view_product,,web
evt_001187,1202.0,2026-07-23T12:15:00+00:00,view_product,,web
evt_001188,1045.0,2026-07-10T02:09:00+00:00,view_product,,ios
evt_001189,1080.0,2026-08-04T00:41:00+00:00,view_product,,ios
evt_001190,1088.0,2026-07-30T21:37:00+00:00,view_product,,web
evt_001191,1094.0,2026-07-20T02:45:00+00:00,view_product,,android
evt_001192,1103.0,2026-07-14T03:04:00+00:00,add_to_cart,,ios
evt_001193,1198.0,2026-07-25T21:24:00+00:00,view_product,,web
evt_001194,1144.0,2026-07-19T19:57:00+00:00,view_product,,web
evt_001195,1199.0,2026-08-05T18:07:00+00:00,add_to_cart,,web
evt_001196,1078.0,2026-07-26T14:35:00+00:00,view_product,,web
evt_001197,1116.0,2026-07-02T00:47:00+00:00,view_product,,android
evt_001198,1024.0,2026-08-01T05:53:00+00:00,add_to_cart,,android
evt_001199,1062.0,2026-07-08T07:52:00+00:00,view_product,,web
evt_001200,1130.0,2026-07-12T10:42:00+00:00,checkout_started,,web
evt_001201,1038.0,2026-07-17T13:40:00+00:00,view_product,,web
evt_001202,1213.0,2026-07-08T22:48:00+00:00,checkout_started,,web
evt_001203,1061.0,2026-08-05T19:23:00+00:00,add_to_cart,,web
evt_001204,1036.0,2026-08-07T04:20:00+00:00,view_product,,web
evt_001205,1173.0,2026-07-06T21:59:00+00:00,view_product,,web
evt_001206,1020.0,2026-07-13T03:58:00+00:00,add_to_cart,,web
evt_001207,1072.0,2026-07-15T02:07:00+00:00,view_product,,web
evt_001208,1044.0,2026-07-26T12:00:00+00:00,view_product,,web
evt_001209,1154.0,2026-07-23T17:10:00+00:00,purchase,50527,web
evt_001210,1187.0,2026-07-26T18:11:00+00:00,add_to_cart,,web
evt_001211,1044.0,2026-07-02T04:18:00+00:00,purchase,50823,web
evt_001212,1092.0,2026-07-20T12:47:00+00:00,checkout_started,,web
evt_001213,1106.0,2026-07-09T00:21:00+00:00,add_to_cart,,android
evt_001214,1153.0,2026-07-09T16:20:00+00:00,add_to_cart,,web
evt_001215,1078.0,2026-07-30T10:31:00+00:00,add_to_cart,,ios
